price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,yr_built,yr_renovated,zipcode,year,month
276000.0,4,2.25,2460,11250,1.0,0,0,4,1959,0,98002,2014,06
450000.0,3,2.25,2080,111513,1.5,0,0,3,1977,0,98072,2014,07
210000.0,2,1.0,990,8140,1.0,0,0,1,1910,0,98116,2015,05
279000.0,3,2.5,1450,4106,2.0,0,0,3,2011,0,98038,2014,11
635000.0,3,1.75,1340,3900,2.0,0,0,5,1900,0,98107,2015,02
350000.0,3,2.5,2730,7372,2.0,0,0,3,1998,0,98023,2015,02
218000.0,3,1.0,1140,7560,1.0,0,0,4,1958,0,98058,2014,09
750000.0,4,1.5,1950,6300,1.5,0,1,3,1944,0,98115,2015,03
310597.0,4,1.75,2000,25700,1.0,0,0,4,1958,0,98023,2015,02
355000.0,3,1.0,900,37800,1.0,0,0,4,1923,0,98034,2015,04
735000.0,5,2.75,3390,5211,2.0,0,0,3,2004,0,98075,2014,05
155000.0,1,1.0,720,6000,1.0,0,0,3,1940,0,98108,2014,06
354000.0,3,1.0,940,10368,1.0,0,0,3,1965,0,98052,2014,06
415000.0,3,1.75,1770,10513,1.0,0,0,4,1982,0,98028,2015,05
202000.0,1,1.0,590,833,1.0,0,0,4,1926,0,98122,2014,07
580000.0,3,2.5,1980,1873,2.0,0,0,3,1996,0,98107,2015,05
1495000.0,4,3.25,3070,10375,2.0,0,0,3,1962,1,98004,2014,10
790000.0,4,2.5,3500,7519,2.0,0,0,3,2004,0,98053,2014,10
499900.0,3,2.5,2100,5112,2.0,0,0,3,1999,0,98065,2015,03
525000.0,4,2.25,2620,98881,1.0,0,0,3,1952,0,98070,2015,04
810000.0,4,2.5,2810,10613,2.0,0,0,3,1989,0,98006,2014,06
425000.0,4,1.5,2290,8773,1.0,0,0,4,1947,0,98133,2015,02
241250.0,3,1.75,1350,7588,1.0,0,0,3,1993,0,98010,2014,12
318700.0,4,2.5,2770,19116,1.0,0,0,4,1961,0,98003,2014,11
720000.0,4,1.75,2530,5000,1.5,0,2,5,1917,0,98103,2014,08
291000.0,3,1.0,1280,10500,1.5,0,0,4,1941,0,98024,2014,07
420000.0,3,1.75,1060,38644,1.0,0,0,3,1983,0,98077,2014,07
210000.0,2,1.75,1000,3554,1.0,0,0,4,1975,0,98198,2014,07
645000.0,3,3.25,3870,11000,2.0,0,2,3,1991,0,98106,2015,04
762000.0,5,2.0,3370,5000,1.5,0,0,4,1907,0,98109,2014,05
247500.0,4,1.75,2290,7765,1.0,0,0,3,1936,1,98146,2014,07
282500.0,3,2.25,1670,7150,2.0,0,0,4,1990,0,98042,2014,07
395000.0,3,1.75,1460,22651,1.0,0,0,4,1961,0,98027,2014,06
295000.0,3,1.75,1770,8235,1.0,0,0,3,1960,0,98148,2014,06
235000.0,2,1.0,820,5100,1.0,0,0,4,1954,0,98056,2014,08
770000.0,3,1.75,1900,6334,1.0,0,2,3,1948,0,98105,2014,10
559950.0,2,2.0,1870,4950,1.0,0,0,3,2006,0,98053,2014,05
639000.0,4,2.0,1840,5419,1.0,0,0,4,1942,0,98199,2014,07
314950.0,3,1.0,1590,8470,1.0,0,0,4,1967,0,98058,2015,04
525000.0,3,1.0,1640,6180,1.0,0,0,4,1946,0,98118,2015,03
2400000.0,3,2.25,3000,11665,1.5,1,4,3,2001,0,98075,2014,05
820000.0,3,1.75,2160,6272,1.0,0,0,4,1960,0,98115,2014,06
1385000.0,3,3.0,2490,3600,2.0,0,3,4,1911,0,98119,2014,09
521450.0,3,2.0,1290,5700,1.0,0,0,5,1950,0,98116,2014,10
760750.0,3,2.5,3190,49137,2.0,0,0,3,1988,0,98074,2014,10
759600.0,4,1.0,1540,115434,1.5,0,0,4,1923,0,98031,2014,06
346150.0,3,2.0,2140,7200,1.0,0,0,4,1966,0,98056,2014,06
390000.0,2,1.0,980,3800,1.0,0,0,3,1926,0,98103,2015,04
359950.0,5,2.25,2450,9432,2.0,0,0,3,1973,0,98058,2014,09
430000.0,3,2.0,1360,5120,1.5,0,0,4,1924,0,98116,2014,06
960000.0,4,3.5,4610,11676,2.0,0,0,3,2000,0,98075,2015,04
800000.0,7,6.75,7480,41664,2.0,0,2,3,1953,0,98166,2014,10
1010000.0,3,2.5,2860,5805,2.0,0,0,3,1999,0,98005,2015,01
290000.0,3,2.0,1810,11456,1.0,0,0,3,1970,0,98045,2015,01
1350000.0,4,2.0,2240,10296,1.0,0,0,5,1948,0,98004,2015,03
777000.0,3,3.25,3610,59677,2.0,0,0,3,2003,0,98027,2014,05
526000.0,2,1.0,1450,4500,1.5,0,0,4,1921,0,98107,2014,10
550000.0,3,3.5,1450,1091,2.0,0,0,3,2007,0,98119,2015,04
276000.0,3,1.5,1820,8750,1.0,0,0,4,1958,0,98198,2014,12
2500000.0,5,3.25,5620,12672,2.0,0,0,4,1916,0,98144,2014,12
325000.0,3,1.75,2080,6554,1.0,0,0,3,1950,0,98118,2015,01
365000.0,3,2.5,1780,1754,3.0,0,0,3,2007,0,98126,2014,09
2150000.0,8,6.0,4340,9415,2.0,0,0,3,1967,0,98004,2014,10
825050.0,4,3.25,2860,3680,2.0,0,0,3,1925,1,98115,2015,03
690000.0,3,1.5,2540,9520,1.0,0,0,3,1959,0,98115,2014,07
390000.0,4,1.0,1140,6250,1.5,0,0,3,1958,0,98126,2015,04
385000.0,3,2.0,1320,1297,3.0,0,0,3,1995,0,98117,2015,03
619000.0,3,2.5,2040,7503,2.0,0,0,3,1987,0,98029,2015,03
494000.0,4,2.25,1790,42000,1.0,0,0,3,1983,0,98045,2015,03
412450.0,3,2.0,1910,13505,1.0,0,0,3,1955,0,98034,2015,04
580000.0,3,1.75,1460,2800,2.0,0,0,3,1928,0,98117,2015,01
269900.0,3,1.5,1420,22100,1.0,0,0,5,1957,0,98042,2014,11
704300.0,4,1.5,1790,4080,1.5,0,0,5,1928,0,98144,2015,04
267000.0,3,2.0,1390,6005,2.0,0,0,3,2005,0,98022,2014,11
310000.0,4,1.75,1880,12150,1.0,0,0,3,1976,0,98023,2014,08
227064.0,3,1.5,1570,10824,2.0,0,0,3,1908,0,98118,2015,01
925000.0,3,2.5,2690,7000,2.0,0,0,5,1943,0,98115,2014,05
245000.0,3,1.75,1670,11452,1.0,0,2,3,1992,0,98022,2015,05
339888.0,3,1.0,1040,7490,1.0,0,0,3,1969,0,98034,2014,12
439000.0,4,2.0,1560,7500,1.0,0,0,4,1968,0,98034,2014,07
400000.0,2,1.0,1470,6120,1.0,0,0,2,1940,0,98115,2014,05
560000.0,3,2.25,2070,15002,1.5,0,0,3,1955,1,98155,2014,06
703011.0,2,1.0,1370,5922,1.0,0,2,3,1941,0,98199,2014,10
363000.0,2,1.0,1120,4800,1.0,0,0,3,1926,0,98126,2014,12
650000.0,4,2.75,2640,6240,2.0,0,0,3,2001,0,98075,2014,09
299950.0,3,1.0,1030,9916,1.0,0,0,4,1972,0,98034,2015,01
228950.0,3,1.0,1120,6625,1.0,0,0,3,1942,0,98168,2015,04
465000.0,4,1.75,1730,11700,1.0,0,0,3,1956,0,98008,2014,10
725000.0,3,2.5,2090,9847,2.0,0,2,3,1983,0,98006,2015,02
212500.0,3,1.0,920,14400,1.0,0,0,4,1977,0,98001,2014,06
526000.0,4,2.25,2970,54450,2.0,0,0,3,1983,1,98058,2014,09
383000.0,3,2.5,1720,10031,2.0,0,0,3,1993,0,98028,2014,12
244000.0,3,1.75,1460,4692,1.0,0,0,3,1988,0,98055,2015,04
565000.0,3,1.5,1540,3570,1.5,0,0,5,1930,0,98105,2014,08
373000.0,8,3.0,2850,12714,1.0,0,0,3,1959,0,98055,2015,02
300000.0,3,2.0,1310,9855,1.0,0,0,3,1962,0,98034,2014,09
405000.0,5,2.5,2430,4781,2.0,0,0,3,2001,0,98058,2014,05
979000.0,3,1.5,1700,14133,1.0,0,1,4,1954,0,98004,2014,06
324888.0,4,1.75,2160,28750,2.0,0,0,4,1978,0,98092,2014,11
445000.0,3,1.5,860,3200,1.0,0,0,3,1929,0,98117,2015,04
761000.0,3,3.5,2050,2020,2.0,0,0,3,2006,0,98112,2015,02
435000.0,4,2.0,1650,4745,1.0,0,0,3,1972,0,98034,2015,04
252000.0,3,2.25,1570,8410,1.0,0,0,3,1991,0,98022,2014,08
350000.0,3,1.75,1660,10150,1.5,0,0,3,1957,0,98133,2014,06
875000.0,3,1.0,1220,8119,1.0,0,0,4,1955,0,98039,2014,11
940000.0,3,1.0,1220,8119,1.0,0,0,4,1955,0,98039,2015,02
280000.0,3,2.0,1780,11342,1.0,0,0,3,1964,0,98148,2014,08
450000.0,3,2.5,2180,4226,2.0,0,0,3,2004,0,98011,2014,09
905000.0,3,2.5,3520,237402,2.5,0,0,3,2004,0,98092,2014,12
382450.0,3,2.5,2220,20531,2.0,0,0,3,1998,0,98001,2014,07
246700.0,3,2.0,1610,13309,1.0,0,0,4,1967,0,98042,2014,12
220000.0,3,1.5,1070,9331,1.0,0,0,3,1956,0,98155,2014,08
555750.0,3,1.0,1060,4880,1.0,0,0,2,1913,0,98118,2015,02
262500.0,3,1.5,1160,8906,1.0,0,0,3,1962,0,98118,2014,06
515000.0,2,1.0,910,4725,1.0,0,0,3,1949,0,98115,2014,12
499500.0,3,2.5,2970,21907,2.0,0,0,3,1998,1,98059,2014,06
135000.0,1,1.0,790,13062,1.0,0,0,3,1942,0,98168,2014,06
462500.0,2,2.0,1540,7290,2.0,0,0,3,1948,1,98136,2014,11
937500.0,4,2.5,3130,21100,1.0,0,4,3,1956,0,98177,2015,04
458000.0,3,1.5,1470,9570,1.0,0,0,3,1941,0,98125,2015,04
845000.0,4,2.75,3160,7143,1.5,0,0,3,1933,0,98199,2014,10
660000.0,3,2.25,2675,40910,2.0,0,0,3,1984,0,98075,2014,05
265000.0,3,2.0,1340,6783,1.0,0,0,4,1987,0,98030,2015,04
599999.0,9,4.5,3830,6988,2.5,0,0,3,1938,0,98103,2014,05
280000.0,3,2.5,1800,8697,2.0,0,0,3,1987,0,98023,2014,12
1055000.0,3,3.25,2990,189852,2.0,0,0,4,1974,0,98072,2014,10
875000.0,4,3.0,3720,14125,1.0,0,0,4,1960,0,98005,2014,11
125000.0,3,1.0,920,7276,1.0,0,0,4,1961,0,98002,2014,10
634800.0,4,3.0,3280,4904,2.0,0,0,3,2005,0,98053,2014,12
269950.0,4,1.0,1440,9600,1.0,0,0,2,1964,0,98001,2015,02
359950.0,3,2.25,1940,11612,1.0,0,0,4,1981,0,98178,2014,06
417000.0,3,1.75,1590,11454,1.0,0,0,4,1979,0,98056,2014,12
389000.0,2,2.0,1340,4122,1.0,0,0,3,2007,0,98053,2014,07
1038000.0,4,2.5,3770,10893,2.0,0,2,3,1997,0,98006,2014,08
698000.0,6,2.5,2680,11250,1.0,0,0,5,1967,0,98033,2014,09
685000.0,4,2.5,2820,10125,2.0,0,0,3,2008,0,98155,2015,03
198500.0,3,1.75,1520,7137,1.0,0,0,3,1932,0,98168,2014,11
350000.0,4,2.5,2560,5428,2.0,0,0,3,2012,0,98042,2015,03
649950.0,3,2.5,3310,387684,1.0,0,0,3,1919,1,98038,2015,04
441000.0,3,1.5,1540,7200,1.0,0,0,3,1968,0,98011,2015,04
462600.0,3,1.75,1430,11761,1.0,0,0,4,1964,0,98052,2014,11
365070.0,4,2.5,2506,6232,2.0,0,0,3,2006,0,98030,2015,03
550000.0,4,2.0,2250,7500,1.0,0,0,5,1956,0,98005,2014,05
470000.0,5,1.75,2740,9600,1.0,0,0,4,1945,0,98144,2015,04
340000.0,3,1.75,1540,10400,1.0,0,0,3,1977,0,98024,2014,08
910000.0,4,2.75,4190,38912,1.0,0,0,4,1965,0,98005,2014,08
405000.0,4,1.75,1690,8392,1.0,0,0,3,1979,0,98028,2015,04
661000.0,4,2.25,1990,4600,1.5,0,2,4,1932,0,98126,2014,06
635000.0,4,2.5,2410,7069,2.0,0,0,3,1993,0,98034,2014,11
282000.0,2,1.0,1150,6098,1.0,0,0,3,1948,0,98125,2015,05
235000.0,4,1.75,1720,10137,2.0,0,0,3,1956,0,98188,2015,02
277500.0,3,2.0,1260,22100,2.0,0,0,4,1981,0,98023,2014,08
346500.0,5,2.5,2020,8250,1.0,0,0,4,1978,0,98058,2015,04
480000.0,5,2.25,2240,5500,1.0,0,0,3,1959,0,98136,2015,04
360000.0,4,2.25,1930,6508,2.0,0,0,3,1996,0,98019,2014,09
245000.0,3,2.5,1820,6785,1.0,0,0,3,1994,0,98092,2014,11
625000.0,3,3.5,1560,1490,2.0,0,0,3,1995,0,98102,2014,09
750500.0,5,3.0,2170,2440,1.5,0,0,4,1911,0,98115,2014,05
525000.0,3,1.75,1600,9579,1.0,0,0,3,1977,0,98072,2015,04
740000.0,4,3.5,3760,57063,2.0,0,0,3,1998,0,98053,2014,07
523000.0,3,1.5,1240,7735,1.0,0,0,4,1957,0,98008,2014,05
292000.0,3,1.75,1090,4500,1.5,0,0,5,1929,0,98118,2015,03
625000.0,4,2.5,2740,9599,1.0,0,2,3,1961,0,98177,2015,01
700000.0,3,2.5,3110,11727,2.0,0,2,3,2002,0,98065,2015,01
399950.0,3,2.5,1610,1320,2.0,0,0,3,2007,0,98144,2015,03
545000.0,4,3.5,1880,1341,3.0,0,0,3,2007,0,98122,2015,02
339999.0,4,2.0,1740,6369,1.0,0,0,5,1954,0,98133,2014,08
1210000.0,4,2.25,3270,6000,2.0,0,0,5,1909,0,98122,2014,12
545000.0,3,2.5,1990,5149,2.0,0,0,3,2003,0,98075,2014,11
260000.0,4,1.75,1960,8400,1.0,0,0,4,1967,0,98023,2015,03
526000.0,3,1.75,1680,3420,1.0,0,0,3,1992,0,98115,2014,05
701000.0,4,3.0,2910,8540,2.0,0,0,3,2003,0,98059,2014,11
290000.0,3,2.25,1500,7482,1.0,0,0,4,1968,0,98055,2014,10
330600.0,1,1.0,580,1799,1.0,0,0,3,1908,1,98117,2014,10
550500.0,3,1.75,2540,8280,1.0,0,0,3,1949,0,98177,2015,04
430000.0,2,1.0,950,6426,1.0,0,0,3,1949,0,98126,2015,03
4000000.0,4,5.5,7080,16573,2.0,0,0,3,2008,0,98039,2014,10
260600.0,2,1.0,810,4560,1.0,0,0,3,1928,0,98126,2014,08
825000.0,5,3.0,4080,7500,2.0,0,2,4,1961,0,98103,2014,12
378950.0,4,2.0,1820,8400,1.0,0,0,5,1956,0,98155,2014,10
435000.0,4,2.5,2650,9065,2.0,0,0,3,2000,0,98019,2015,01
631000.0,3,2.25,1670,1396,2.0,0,0,3,2015,0,98115,2015,04
415000.0,3,2.5,2480,8342,2.0,0,0,3,1986,0,98058,2014,05
222000.0,3,1.75,1240,7560,1.0,0,0,3,1967,0,98003,2014,10
245000.0,3,2.0,1390,8250,1.0,0,0,3,1987,0,98042,2014,08
720000.0,3,2.5,2880,10126,2.0,0,0,4,1985,0,98074,2015,03
215000.0,3,1.0,1060,9954,1.0,0,0,4,1960,0,98032,2014,12
579100.0,2,1.0,1070,2754,1.0,0,0,3,1924,0,98103,2014,10
522500.0,4,1.75,1640,9299,1.5,0,0,4,1943,0,98056,2014,07
489000.0,3,2.0,1510,3000,1.0,0,0,4,1972,0,98115,2014,09
240000.0,3,1.0,1230,2353,1.5,0,0,4,1925,0,98106,2015,05
420250.0,3,2.0,1510,3657,1.0,0,0,3,2007,0,98053,2015,04
523000.0,4,2.5,3180,20870,2.0,0,0,3,1967,0,98034,2014,11
628000.0,4,2.0,2260,6000,1.0,0,0,3,1958,0,98115,2014,05
320000.0,4,2.5,1920,7277,2.0,0,0,4,1990,0,98031,2015,05
359950.0,3,2.5,1980,7800,2.0,0,0,3,1999,0,98055,2014,11
232000.0,2,1.0,1200,8063,1.0,0,0,4,1958,0,98198,2014,05
810000.0,4,2.25,2020,5600,1.0,0,2,4,1961,0,98115,2014,11
245000.0,4,1.5,2010,7561,1.5,0,0,4,1921,0,98002,2014,12
273000.0,3,2.25,1930,8192,1.0,0,0,3,1984,0,98003,2015,05
1191000.0,5,2.5,2710,14989,1.0,0,0,3,1959,0,98004,2015,02
438000.0,5,1.0,1950,6250,1.5,0,0,4,1917,0,98136,2015,04
400000.0,3,1.75,2110,19600,1.0,0,0,4,1959,0,98055,2014,07
340000.0,3,1.0,1250,4800,1.0,0,0,4,1951,0,98126,2014,05
552000.0,2,2.5,1380,951,3.0,0,0,3,2006,0,98103,2014,06
790000.0,3,1.75,2050,4080,2.0,0,0,3,1991,0,98105,2014,11
360000.0,3,1.5,1800,22000,2.0,0,0,3,1931,0,98168,2014,07
235000.0,3,1.0,1310,15022,1.0,0,0,3,1934,1,98168,2015,03
775000.0,2,1.0,1010,3600,1.0,0,0,3,1913,0,98107,2014,10
489200.0,3,2.75,1850,9600,1.5,0,0,5,1965,0,98034,2014,05
341000.0,3,2.25,1750,8900,2.0,0,0,4,1977,0,98058,2014,07
335000.0,4,2.5,2154,6050,2.0,0,0,3,2012,0,98030,2014,10
393500.0,3,1.75,1230,1441,2.0,0,0,3,2004,0,98116,2015,01
360000.0,3,2.0,1960,8846,1.0,0,3,4,1940,0,98178,2014,09
400800.0,4,1.0,1070,5750,1.0,0,0,3,1923,0,98126,2015,03
585000.0,3,1.0,1450,5378,1.0,0,0,3,1939,0,98199,2014,11
1600000.0,4,2.75,3680,5000,2.0,0,3,3,1936,0,98105,2014,10
2880500.0,4,2.5,5760,32033,2.0,0,4,4,1994,0,98177,2014,07
300000.0,3,1.0,1220,13000,1.0,0,0,4,1955,0,98133,2014,05
1045000.0,4,2.75,2950,4560,2.0,0,0,5,1912,0,98103,2014,11
360000.0,3,1.5,1340,1110,2.0,0,0,3,1999,0,98117,2014,09
665900.0,4,2.25,2870,5453,2.0,0,1,4,1926,0,98146,2014,06
470000.0,4,1.0,2590,18224,1.5,0,0,4,1911,0,98118,2014,08
581000.0,4,1.75,2090,8164,1.0,0,0,4,1963,0,98052,2014,05
527000.0,6,3.5,3000,8401,1.0,0,0,3,1979,0,98125,2014,07
423000.0,4,1.75,1730,7245,1.0,0,0,4,1955,0,98007,2015,05
875000.0,4,3.5,2850,4416,1.5,0,0,3,1926,0,98103,2014,09
410000.0,3,1.0,1020,6903,1.0,0,0,3,1951,0,98116,2014,07
606000.0,3,2.5,2200,6005,2.0,0,0,3,1997,0,98072,2015,03
654000.0,3,2.5,3240,60840,2.0,0,0,3,1997,0,98045,2015,05
150000.0,3,0.75,490,38500,1.5,0,0,4,1959,0,98014,2014,07
373000.0,3,2.5,2990,6771,1.0,0,0,3,2003,0,98106,2014,11
550000.0,5,2.0,2450,9488,1.0,0,0,4,1900,1,98133,2014,05
512500.0,3,2.5,1900,7604,2.0,0,0,3,1990,0,98033,2014,05
360000.0,4,2.5,2640,7388,2.0,0,0,3,2003,0,98038,2015,04
369000.0,3,2.0,1340,1480,3.0,0,0,3,1997,0,98117,2014,09
825000.0,4,2.5,3220,5262,2.0,0,0,3,2003,0,98033,2014,12
255000.0,3,2.0,930,11475,1.0,0,0,3,1978,0,98045,2014,12
1285000.0,4,2.5,3240,10800,1.0,0,0,3,1946,0,98105,2014,05
270000.0,5,2.5,2630,8470,1.5,0,0,4,1968,0,98002,2014,08
480680.0,3,2.5,1730,4924,2.0,0,0,3,1996,0,98029,2014,09
525000.0,4,1.75,2120,7725,1.0,0,0,3,1965,0,98007,2015,03
291500.0,3,1.0,880,9238,1.5,0,0,5,1946,0,98155,2014,06
305000.0,4,2.0,1800,13551,1.0,0,0,4,1974,0,98059,2014,12
285000.0,3,1.75,1600,7500,1.0,0,0,3,1998,0,98002,2015,05
1875000.0,3,2.5,3280,29111,2.0,1,3,3,1925,0,98199,2014,09
329500.0,5,1.75,3290,8000,1.0,0,0,3,1968,0,98030,2015,01
1570000.0,4,2.25,2890,18226,3.0,1,4,3,1984,0,98056,2014,07
379260.0,3,2.5,1730,7202,1.0,0,0,3,1991,0,98198,2014,08
356000.0,3,2.5,1590,3411,2.0,0,0,3,2000,0,98065,2014,07
571900.0,4,1.75,1710,8947,1.0,0,0,4,1956,0,98007,2014,12
271500.0,3,1.75,1995,18360,2.0,0,0,3,1957,0,98198,2014,08
390000.0,3,1.75,1300,10030,1.0,0,0,4,1967,0,98034,2015,03
550000.0,3,2.5,2720,62310,1.0,0,0,3,1985,0,98038,2015,05
755000.0,2,2.5,1360,2070,2.0,0,0,3,1999,0,98102,2015,01
509500.0,2,2.5,1590,1485,2.0,0,0,3,1994,0,98199,2014,11
486700.0,2,1.0,1200,6278,1.0,0,0,3,1942,0,98103,2015,03
527500.0,2,1.0,1170,3000,1.5,0,0,3,1910,0,98103,2014,07
475000.0,5,2.5,2010,3600,1.5,0,0,3,1912,0,98119,2014,08
268000.0,3,2.75,1880,1793,2.0,0,0,3,2001,0,98108,2014,08
562000.0,3,2.0,3250,50529,2.0,0,0,4,1978,0,98075,2015,04
780000.0,4,2.5,2270,13449,1.0,0,0,4,1975,0,98040,2014,07
700000.0,9,3.0,3680,4400,2.0,0,0,3,1908,0,98102,2015,01
710000.0,3,2.0,1880,3000,1.0,0,0,4,1931,0,98109,2014,09
445000.0,3,1.0,1050,5664,1.0,0,0,4,1947,0,98115,2014,06
729000.0,3,3.25,2250,60548,1.0,0,0,3,2005,0,98038,2014,09
384400.0,3,3.25,1689,1388,3.0,0,0,3,2008,0,98125,2014,06
815000.0,6,3.0,2860,17853,1.0,0,0,3,1962,1,98006,2015,03
865000.0,4,2.5,2710,4069,3.0,0,0,4,1990,0,98122,2014,10
514000.0,3,2.0,1770,7200,1.0,0,0,4,1967,0,98033,2014,08
615000.0,4,2.75,2820,13193,1.0,0,0,3,1965,0,98006,2014,05
865000.0,4,3.25,3400,99170,1.0,0,0,4,1980,0,98072,2014,10
755000.0,4,2.5,3110,6930,2.0,0,0,3,2004,0,98052,2014,10
425000.0,4,1.0,1480,8321,1.0,0,0,3,1953,0,98155,2015,04
375000.0,2,1.0,940,9839,1.0,0,0,3,1910,0,98136,2014,06
750000.0,4,2.5,2680,4548,2.0,0,0,3,2009,0,98052,2015,04
722000.0,4,2.75,3190,5408,2.0,0,0,3,2005,0,98075,2014,09
1011000.0,3,2.5,1920,4480,2.0,0,1,3,1949,1,98119,2015,03
725000.0,3,2.5,2610,7510,2.0,0,0,3,1996,0,98052,2014,06
170000.0,3,0.75,1040,42180,1.0,0,0,2,1947,0,98055,2014,09
845000.0,4,3.25,2880,35315,1.0,0,0,3,1982,0,98005,2015,05
271900.0,3,2.0,1450,8771,2.0,0,0,4,1991,0,98022,2015,01
1300000.0,6,4.5,3902,3880,3.0,0,4,4,1977,0,98116,2014,06
261500.0,4,2.5,2460,7800,1.0,0,0,3,1977,0,98023,2014,12
619500.0,3,2.5,2170,5000,2.0,0,0,3,2003,0,98029,2014,05
435000.0,5,2.25,1970,15247,1.0,0,0,3,1986,0,98024,2014,06
210000.0,3,1.0,1000,5454,1.0,0,0,3,1954,0,98133,2014,10
489950.0,3,2.0,1580,4010,1.0,0,0,4,1909,0,98117,2014,11
260000.0,4,1.5,2130,8800,1.0,0,0,3,1962,0,98032,2014,05
300000.0,4,1.0,1370,8499,1.0,0,0,3,1949,0,98155,2014,06
530000.0,4,2.0,2150,14161,1.0,0,2,3,1966,0,98003,2015,04
235000.0,3,1.75,1370,14030,1.0,0,0,4,1977,0,98092,2014,12
593500.0,3,1.0,1370,4000,2.0,0,0,4,1918,0,98105,2015,01
562000.0,3,3.0,3290,80471,2.0,0,2,4,1975,0,98070,2014,07
585000.0,3,2.0,3190,207346,2.0,0,0,3,1994,0,98022,2015,04
2400000.0,4,3.25,4140,20734,1.0,0,1,3,1977,1,98004,2014,05
199500.0,3,1.75,1690,8901,1.0,0,0,3,1986,0,98030,2015,02
544500.0,5,1.0,1690,3240,1.5,0,0,3,1914,0,98115,2014,09
394900.0,3,1.0,1430,13370,1.0,0,0,3,1962,0,98034,2015,02
912000.0,4,3.75,1980,4095,2.0,0,0,3,2009,0,98103,2014,07
260000.0,3,2.5,1490,8102,2.0,0,0,4,1990,0,98042,2014,07
858000.0,5,3.0,3620,12778,1.0,0,2,5,1964,0,98006,2015,02
1275000.0,4,2.5,2720,16454,1.0,0,1,5,1963,0,98040,2014,12
242150.0,4,1.75,1490,8544,1.0,0,0,4,1970,0,98031,2015,05
220000.0,3,1.75,1230,7200,1.0,0,0,3,1986,0,98023,2014,10
235000.0,3,2.0,1900,7980,1.0,0,0,4,1977,0,98023,2015,04
370000.0,3,1.75,1530,10300,1.0,0,0,4,1978,0,98133,2014,10
450000.0,3,1.75,2290,44866,1.0,0,0,3,1981,0,98077,2014,10
534950.0,5,1.5,2240,6337,1.0,0,0,3,1956,0,98125,2014,07
730000.0,4,2.5,3470,14271,2.0,0,0,3,2005,0,98065,2015,03
465000.0,4,2.5,3050,32450,1.0,0,0,4,1983,0,98030,2014,09
178000.0,3,1.0,1100,5734,1.0,0,0,4,1955,0,98030,2014,08
215000.0,3,1.0,1610,7140,1.0,0,0,3,1976,0,98031,2015,02
300000.0,3,2.75,1910,15508,1.0,0,0,3,1984,0,98023,2015,03
430000.0,3,2.0,1510,7066,1.0,0,2,3,1973,0,98125,2014,05
183000.0,3,1.5,1280,4366,2.0,0,0,4,1985,0,98002,2014,07
585000.0,3,2.5,1910,1501,2.5,0,0,3,2007,0,98199,2014,06
192950.0,3,1.0,1170,3330,2.0,0,0,4,1969,0,98092,2014,07
599000.0,2,1.0,1550,7713,1.0,0,0,3,1930,1,98117,2014,09
326500.0,3,1.0,1060,7920,1.0,0,0,4,1968,0,98106,2014,07
358803.0,2,1.0,1040,5765,1.0,0,0,3,1944,0,98133,2014,07
537000.0,3,2.5,1550,12920,2.0,0,0,5,1999,0,98033,2014,05
1155000.0,3,2.5,2490,24691,1.0,1,4,4,1961,0,98146,2014,10
156000.0,2,1.0,920,5889,1.0,0,0,4,1950,0,98002,2015,01
219000.0,3,1.0,1250,8276,1.5,0,0,5,1939,0,98022,2015,03
1190000.0,3,1.5,2540,2700,2.0,0,0,4,1922,0,98119,2015,05
248000.0,5,1.75,2190,16788,1.0,0,2,3,1978,0,98030,2015,04
340000.0,3,1.75,1340,196020,1.0,0,0,4,1987,0,98010,2015,02
899100.0,5,2.5,2410,15300,1.0,0,0,4,1975,0,98040,2015,04
346950.0,3,1.75,1830,10954,1.0,0,0,3,1963,0,98155,2014,07
330000.0,3,1.0,1850,5775,2.0,0,0,3,1928,0,98108,2014,09
325000.0,3,1.0,1410,8250,1.0,0,0,3,1954,0,98177,2014,07
315000.0,3,1.75,1460,7884,1.0,0,0,3,1975,0,98058,2014,10
649950.0,3,2.5,1500,1375,2.0,0,0,3,2014,0,98119,2014,06
316000.0,3,1.0,1130,7200,1.5,0,0,4,1942,0,98133,2014,08
386000.0,2,2.5,1620,3196,2.0,0,0,3,2008,0,98065,2014,06
535000.0,2,1.75,2330,7280,1.0,0,0,3,1982,0,98188,2015,04
600000.0,3,3.0,1520,1800,3.0,0,0,3,2003,0,98115,2015,03
339000.0,4,2.5,2840,8746,2.0,0,0,3,2001,0,98022,2014,11
167000.0,3,2.0,1520,7456,1.0,0,0,3,1949,0,98166,2014,09
430000.0,3,1.0,1740,4800,1.0,0,0,3,1952,0,98118,2014,12
688000.0,4,4.0,4000,9309,2.0,0,0,3,2007,0,98065,2014,08
834500.0,3,2.25,2780,6000,1.0,0,3,4,1948,0,98199,2014,09
1075000.0,4,4.25,3500,8750,1.0,0,4,5,1951,0,98177,2014,06
250000.0,3,1.0,1060,52272,1.0,0,0,3,1960,0,98030,2014,12
402500.0,3,1.0,1290,4000,1.5,0,0,3,1926,0,98118,2015,04
432500.0,3,2.5,2390,6435,1.0,0,0,3,1978,0,98034,2014,12
485000.0,5,1.75,2460,14100,1.0,0,0,3,1972,0,98028,2014,08
